,culture,id,age.group,gender,test.date,counterbalancing.order,trial.nr,condition,story,better.job,better.job.reli,better.job.correct,better.job.correct.reli,better.job.why,better.job.why.cat,better.job.why.cat.reli,help.seeking,help.seeking.reli,help.seeking.correct,help.seeking.correct.reli,help.seeking.why,help.seeking.why.cat,help.seeking.why.cat.reli,comments,age,age.group.sum,sub.id
94,china,16,4,female,10/5/20,outcome.only,4,process.only,cat,1,NA,correct,NA,就是猫掉落的铃铛，就是猫跑着跑着铃铛掉在这后面了，躲在这椅子上，它在这偷看一下，发现小九和乐乐在旁边，就赶快跑走了。,process,process,1,NA,correct,NA,因为那个铃铛掉在了红椅子后面，那是因为猫从蓝椅子后面跑到红椅子后，之后猫又跑到其它地方，然后铃铛也就掉在这里 了。我继续问”为什么铃铛掉在这，你就像让小九帮忙呢？“  回答说：”小九挺聪明的。因为那个铃铛掉下去以后，那个小猫不是就弄丢了铃铛吗，它又得跑回去捡它的铃铛，然后它才跑回去。“,process,process,NA,4.421629021,4.5,16.china
95,china,16,4,female,10/5/20,outcome.only,5,outcome.only,duck,0,NA,correct,NA,因为那个鸭子本来就在那个黄的栅栏上,outcome,outcome,0,NA,correct,NA,因为红衣服的玉玉她技术好，而且她也聪明,outcome,other,NA,4.421629021,4.5,16.china
96,china,16,4,female,10/5/20,outcome.only,6,outcome.vs.process,dog,0,NA,wrong,NA,因为那只狗本来就在粉花丛里面,outcome,outcome,0,NA,wrong,NA,因为小狗在那个粉花丛里，那是因为那个粉花丛很漂亮，它很喜欢。,other,other,NA,4.421629021,4.5,16.china
97,china,17,5,male,8/23/20,process.only,1,process.only,cat,1,1,correct,correct,因为小猫掉了铃铛，小猫从这里跑走，也许直线跑，也许跑到蓝椅子后面,process,process,1,1,correct,correct,因为循着线索可能找到,process,process,NA,5.894592745,4.5,17.china
98,china,17,5,male,8/23/20,process.only,2,outcome.only,duck,0,0,correct,correct,因为她的转盘指向小鸭所在的位置,outcome,outcome,0,0,correct,correct,因为她选小鸭的位置选对了,outcome,outcome,NA,5.894592745,4.5,17.china
99,china,17,5,male,8/23/20,process.only,3,outcome.vs.process,dog,0,0,wrong,wrong,因为她指向红花从后面，红花从后面是小狗,outcome,outcome,0,0,wrong,wrong,因为他指对了,outcome,outcome,NA,5.894592745,4.5,17.china
100,china,17,5,male,8/23/20,process.only,4,outcome.only,bunny,0,0,correct,correct,因为他指对了,outcome,outcome,0,0,correct,correct,因为他指对了,outcome,outcome,NA,5.894592745,4.5,17.china
101,china,17,5,male,8/23/20,process.only,5,process.only,hamster,1,1,correct,correct,因为黄衣服的循着脚印找,process,process,1,1,correct,correct,因为黄衣服的循着脚印找,process,process,"for better job question, the kid first replied ""neither of them is good, neither find the pet""",5.894592745,4.5,17.china
102,china,17,5,male,8/23/20,process.only,6,outcome.vs.process,bird,0,0,wrong,wrong,因为他指对了,outcome,outcome,0,0,wrong,wrong,因为他指对了,outcome,outcome,NA,5.894592745,4.5,17.china
103,china,18,5,male,9/1/20,process.only,1,process.only,cat,1,1,correct,correct,因为铃铛掉在那,process,process,1,1,correct,correct,因为铃铛掉在地上了，是小猫路过这里，把铃铛掉下来了。所以他们两个小朋友打开椅子后面，都找不到小猫。,process,process,NA,5.32238193,4.5,18.china
104,china,18,5,male,9/1/20,process.only,2,outcome.only,duck,0,0,correct,correct,因为我看到小鸭藏在黄栅栏后,outcome,outcome,0,0,correct,correct,因为玉玉找对了,outcome,outcome,NA,5.32238193,4.5,18.china
105,china,18,5,male,9/1/20,process.only,3,outcome.vs.process,dog,0,0,wrong,wrong,因为我看到小狗藏在后面，她们看不见,outcome,outcome,0,0,wrong,wrong,因为妞妞找对了,outcome,outcome,NA,5.32238193,4.5,18.china
106,china,18,5,male,9/1/20,process.only,4,outcome.only,bunny,0,0,correct,correct,因为我看到兔子在红石头后面,outcome,outcome,0,0,correct,correct,因为我看到兔子在红石头后面坐着,outcome,outcome,NA,5.32238193,4.5,18.china
107,china,18,5,male,9/1/20,process.only,5,process.only,hamster,1,1,correct,correct,因为那里有仓鼠的踪迹，可能仓鼠朝那边跳过去了，屏幕就那么大，看不见仓鼠。,process,process,1,1,correct,correct,因为那边有仓鼠的踪迹，我觉得她找的对,process,process,"for the better job question, the kid first replied ""they both are doing a good job, and just that the hamster is to NAghty."" When I asked who is a bit better? He replied ""neither of them is doing good since the hamster is not behind either logs"" Next, the male stoped for a while and told me that he answered wrongly, he told me the target who used cue is doing better.",5.32238193,4.5,18.china
108,china,18,5,male,9/1/20,process.only,6,outcome.vs.process,bird,0,0,wrong,wrong,因为我看到小鸟在蓝墙后面了,outcome,outcome,0,0,wrong,wrong,我的视线从这边看到鸟了,outcome,outcome,NA,5.32238193,4.5,18.china
109,china,19,5,male,10/2/20,process.only,1,process.only,cat,1,NA,correct,NA,因为寻找到线索以后，目标一定就不远了。,process,process,1,NA,correct,NA,因为他能找到一些线索，找到线索，目标也就不远了。,process,process,NA,5.864476386,4.5,19.china
110,china,19,5,male,10/2/20,process.only,2,outcome.only,duck,0,NA,correct,NA,她说的本来就没错呀。,outcome,outcome,0,NA,correct,NA,因为需要弄好准确的目标，先得确定一个部分后找一找，万一有呢。玉玉找到鸭子，不一定是转盘的原因，而是木板的原因，会看小细缝。一般眼好的人，鸭子的头就在木板的小细缝当中，睛好的人，都能看到这一点，所以，玉玉就确定了黄色的木板。,outcome,other,NA,5.864476386,4.5,19.china
111,china,19,5,male,10/2/20,process.only,3,outcome.vs.process,dog,0,NA,wrong,NA,虽然小宝看着脚印是在黄花丛后面的，但是小狗是跳着过去的，不会留下脚印。,outcome,outcome,0,NA,wrong,NA,小宝(黄衣服)虽然能找到一些线索，但是，线索指定的位置，事物也不一定在那里。,outcome,outcome,NA,5.864476386,4.5,19.china
112,china,19,5,male,10/2/20,process.only,4,outcome.only,bunny,0,NA,correct,NA,子轩（红衣服的）虽然是闭着眼睛的，但是没有想到后面有一块白石头，虽然灰的这边也有一块白石头，但是，主要的一点，是这样的，兔子没留下脚印，是跳着过来的，所以他们才用这种办法，但是，在这边的原因，也是他闭着眼睛瞎蒙出来的，谁知道能蒙对呢。,outcome,outcome,0,NA,correct,NA,因为他虽然不知道东西在哪，但是，他却可以用这种方法蒙出一个目标，但说不定目标就是这，说不定想要的物体就在这呢。,outcome,outcome,NA,5.864476386,4.5,19.china
113,china,19,5,male,10/2/20,process.only,5,process.only,hamster,1,NA,correct,NA,仓鼠留下这些脚印，是因为仓鼠不会跳。但是仓鼠看到了这一点，这是一块白木头，仓鼠不也有点偏白吗，所以找了跟自己相同的颜色，所以，仓鼠用这个来盖家。,process,process,1,NA,correct,NA,也就是和刚才差不多的原因。不过，我又想出来一个办法，虽然脚印是在白木头这，不是因为仓鼠偏白，喜欢这里，主要是因为仓鼠每次都啃棕木头，已经熟悉了，但是还么有啃过白木头，所以，仓鼠想试试啃一下白木头。我又问“为什么你想让黄衣服的帮你呢？”继续回答“因为甜甜（黄衣服）找到了脚印，这些东西留下的脚印，说不定事物是在和脚印联通的地方。”,process,process,NA,5.864476386,4.5,19.china
114,china,19,5,male,10/2/20,process.only,6,outcome.vs.process,bird,0,NA,wrong,NA,因为虽然看见了羽毛，因为鸟是会飞的，说不定鸟会飞过去，他就抓住了这一点。,outcome,outcome,0,NA,wrong,NA,虽然悠悠（黄衣服）能找到一些线索，但说不定线索的后面没有藏东西，说不定在没有线索的地方。虽然有一些线索，但不一定就在线索那里，也可能在没有线索的地方。,outcome,outcome,NA,5.864476386,4.5,19.china
115,china,20,5,male,10/3/20,process.only,1,process.only,cat,1,NA,correct,NA,因为红衣服的小九觉得红椅子旁边有一个铃铛，所以，小九觉得是红椅子,process,process,1,NA,correct,NA,因为小九仔细观察,process,process,NA,5.990417522,4.5,20.china
116,china,20,5,male,10/3/20,process.only,2,outcome.only,duck,0,NA,correct,NA,因为她转动转盘，箭头指向了黄色,outcome,outcome,0,NA,correct,NA,"因为她会转到黄色, 她有正确率",outcome,outcome,"for the help-seeking question, the male first whispered ""it's too difficult to answer"", and then  gave me the ""correct"" answer.",5.990417522,4.5,20.china
117,china,20,5,male,10/3/20,process.only,3,outcome.vs.process,dog,0,NA,wrong,NA,因为妞妞用了点兵点将，点到了粉花丛,outcome,outcome,0,NA,wrong,NA,因为如果玩具掉在草丛或椅子的地方，她点兵点将，可能会点到。,outcome,outcome,NA,5.990417522,4.5,20.china
118,china,20,5,male,10/3/20,process.only,4,outcome.only,bunny,0,NA,correct,NA,因为他点兵点将点到了红石头,outcome,outcome,1,NA,wrong,NA,因为他用点兵点将，也许这一次点不到，下一次应该就会点对。,outcome,outcome,NA,5.990417522,4.5,20.china
119,china,20,5,male,10/3/20,process.only,5,process.only,hamster,1,NA,correct,NA,因为她追踪了脚印,process,process,1,NA,correct,NA,因为如果是一个会留下脚印的玩具，甜甜会看到脚印追踪,process,process,NA,5.990417522,4.5,20.china
120,china,20,5,male,10/3/20,process.only,6,outcome.vs.process,bird,0,NA,wrong,NA,因为他手里拿着一个转盘，转到了蓝色，就说明小鸟在蓝色的墙后,outcome,outcome,0,NA,wrong,NA,因为如果找玩具的时候，拿着一个转盘，如果转到了我玩具的样子，也许就能确定,outcome,outcome,NA,5.990417522,4.5,20.china
121,china,21,5,male,8/16/20,outcome.only,1,outcome.only,bunny,0,NA,correct,NA,因为子轩选择了红石头，我已经看到兔子在红石头后面了,outcome,outcome,0,NA,correct,NA,因为子轩用了点兵点将，选对了,outcome,outcome,NA,5.25119781,4.5,21.china
122,china,21,5,male,8/16/20,outcome.only,2,process.only,hamster,1,NA,correct,NA,因为妞妞找到仓鼠的脚印，仓鼠的脚印就是这样的,process,process,0,NA,wrong,NA,"因为雨涵她家有个转盘，转盘能帮我找到玩具? Because XX has a spinning wheel, and the spinning wheel can help to find my toy. --> I would also say other",other,other,NA,5.25119781,4.5,21.china
123,china,21,5,male,8/16/20,outcome.only,3,outcome.vs.process,bird,0,NA,wrong,NA,"因为天宝有转盘，壮壮没有转盘，壮壮只能寻找鸟的羽毛寻找，而天宝有个转盘，所以，我觉得天宝更聪明，更棒。 ?? ""Because XX has a spinning wheel, XX is much more smarter"" --> haha, that's funny! I would sat that's other.",other,other,0,NA,wrong,NA,"因为天宝有转盘，天宝更聪明，也更厉害一点。？ “Because XX has a spinning wheel, so XX is much more smarter” --> other",other,other,NA,5.25119781,4.5,21.china
124,china,21,5,male,8/16/20,outcome.only,4,process.only,cat,1,NA,correct,NA,因为小九找到小猫的铃铛，铃铛金光闪闪，也算一部分,process,process,1,NA,correct,NA,"因为小九爱找东西，乐乐只能用点兵点将? “Because XX like looking for stuff, but YY can only usae eenie, meenie, minie, mo, YY is a bit stupid” --> process",process,process,"""better job"": first answer: the same, since the cat is not behind either bench.",5.25119781,4.5,21.china
125,china,21,5,male,8/16/20,outcome.only,5,outcome.only,duck,0,NA,correct,NA,因为玉玉的转盘性能比小宝的转盘性能好一点,outcome,outcome,0,NA,correct,NA,因为玉玉转盘的性能好，箭头更锋利,outcome,outcome,NA,5.25119781,4.5,21.china
126,china,21,5,male,8/16/20,outcome.only,6,outcome.vs.process,dog,0,NA,wrong,NA,"因为美亭又漂亮又聪明（?? ""Because XX is pretty and smart"" --> also here I would say other）",other,other,0,NA,wrong,NA,"因为美亭必须使用点兵点将，美亭帮我找更厉害一点，? Because XX can usae eenie, meenie, minie, mo, XX will be better at helping me to looking for my toy --> here I would say process.",process,process,NA,5.25119781,4.5,21.china
127,china,22,5,male,9/26/20,outcome.only,1,outcome.only,bunny,0,0,correct,correct,因为他点到红石头了，后面有一个兔子。,outcome,outcome,0,0,wrong,wrong,因为子轩聪明。,outcome,other,NA,5.856262834,4.5,22.china
128,china,22,5,male,9/26/20,outcome.only,2,process.only,hamster,1,1,correct,correct,因为用转盘不准确，小仓鼠的脚印，它走到哪，那个脚印就不会变了。,process,process,1,1,correct,correct,因为转盘不准确，很多东西走的时候都会有痕迹的，痕迹才准确。,process,process,NA,5.856262834,4.5,22.china
129,china,22,5,male,9/26/20,outcome.only,3,outcome.vs.process,bird,0,0,wrong,wrong,我猜墙和他的转盘之间有磁力，把转盘引到蓝色了。,outcome,outcome,0,0,wrong,wrong,因为他总会把一些没用的东西变成有用的东西，比如车是磁铁的，正好后面有一个超级强的感应器，那种磁铁感应器，天宝做了一个可以吸引它的东西，超级强烈的那种。,other,other,NA,5.856262834,4.5,22.china
130,china,22,5,male,9/26/20,outcome.only,4,process.only,cat,1,1,correct,correct,因为乐乐点兵点将不准确，万一是小猫跑在这个红椅子这，会有一个铃铛，它掉下来一个铃铛，那个铃铛在红椅子旁边，那个铃铛是准确的。,process,process,1,1,correct,correct,因为小九说的每次都准确，乐乐用点兵点将不准确。万一这边一个东西，这边一个东西，他点兵点将万一点到一个没有的东西，这不就是白费了嘛。,process,other,NA,5.856262834,4.5,22.china
131,china,22,5,male,9/26/20,outcome.only,5,outcome.only,duck,0,0,correct,correct,因为她用的转盘更准确，美亭用的转盘不准确。,outcome,outcome,0,0,correct,correct,因为她用的东西是很准确的。,outcome,outcome,NA,5.856262834,4.5,22.china
132,china,22,5,male,9/26/20,outcome.only,6,outcome.vs.process,dog,0,0,wrong,wrong,因为她点兵点将，每次点的都会是正确的。,outcome,outcome,0,0,wrong,wrong,因为她每次点兵点将，都会很准确。,outcome,outcome,NA,5.856262834,4.5,22.china
133,china,23,5,male,10/9/20,outcome.only,1,outcome.only,bunny,0,0,correct,correct,我也不知道,i don't know,i don't know,0,0,correct,correct,我也不知道,i don't know,i don't know,NA,5.171800137,4.5,23.china
134,china,23,5,male,10/9/20,outcome.only,2,process.only,hamster,1,1,correct,correct,他按照脚印找,process,process,1,1,correct,correct,"因为黄衣服的捡回来不会弄丢, 怕玩具等的太久了",other,other,"for the better job question, he firstly replied that ""i don't know"". Encouraged him to pick one, he pick the ""correct"" target.",5.171800137,4.5,23.china
135,china,23,5,male,10/9/20,outcome.only,3,outcome.vs.process,bird,0,0,wrong,wrong,我也不知道,i don't know,i don't know,1,1,correct,correct,我也不知道,i don't know,i don't know,"for the better job question, he firstly replied that ""i don't know"". Encouraged him to pick one, he pick the ""wrong"" target.",5.171800137,4.5,23.china
136,china,23,5,male,10/9/20,outcome.only,4,process.only,cat,1,1,correct,correct,因为他看到猫的铃铛,process,process,1,1,correct,correct,怕玩具被风吹走，“为什么怕玩具被风吹走要找红衣服的帮忙，不着绿衣服的帮忙吗？” 因为红衣服的力气大,other,other,NA,5.171800137,4.5,23.china
137,china,23,5,male,10/9/20,outcome.only,5,outcome.only,duck,0,0,correct,correct,因为她找小鸭好对了,outcome,outcome,0,0,correct,correct,因为怕紫衣服把那个玩具带回家去了,other,other,NA,5.171800137,4.5,23.china
