subj.id	condition	trial.per.condition	culture	age.group	gender	trial	z.trial	z.trial.per.condition	condition.process.only	condition.outcome.process	condition.process.only.c	condition.outcome.process.c	culture.US	culture.US.c	age.group.6.7	age.group.adults	age.group.6.7.c	age.group.adults.c	gender.male	gender.male.c	coding
14	subj.14	.outcome.only	1	.China	.4.5	.male	1	-1.46321461987281	-0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	0	0	-0.333333333333333	-0.333333333333333	1	0.5	0
206	subj.14	.process.only	1	.China	.4.5	.female	2	-0.877928771923684	-0.999565877991263	1	0	0.666666666666667	-0.333333333333333	0	-0.5	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	0
398	subj.14	.outcome.process	1	.China	.4.5	.male	3	-0.292642923974561	-0.999565877991263	0	1	-0.333333333333333	0.666666666666667	0	-0.5	0	0	-0.333333333333333	-0.333333333333333	1	0.5	1
590	subj.14	.outcome.only	2	.China	.4.5	.female	4	0.292642923974561	0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	0
782	subj.14	.process.only	2	.China	.4.5	.male	5	0.877928771923684	0.999565877991263	1	0	0.666666666666667	-0.333333333333333	0	-0.5	0	0	-0.333333333333333	-0.333333333333333	1	0.5	0
974	subj.14	.outcome.process	2	.China	.4.5	.female	6	1.46321461987281	0.999565877991263	0	1	-0.333333333333333	0.666666666666667	0	-0.5	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	0
141	subj.141	.outcome.only	1	.China	.adults	.male	1	-1.46321461987281	-0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	0	1	-0.333333333333333	0.666666666666667	1	0.5	0
333	subj.141	.process.only	1	.China	.adults	.female	2	-0.877928771923684	-0.999565877991263	1	0	0.666666666666667	-0.333333333333333	0	-0.5	0	1	-0.333333333333333	0.666666666666667	0	-0.5	0
525	subj.141	.outcome.process	1	.China	.adults	.male	3	-0.292642923974561	-0.999565877991263	0	1	-0.333333333333333	0.666666666666667	0	-0.5	0	1	-0.333333333333333	0.666666666666667	1	0.5	0
717	subj.141	.outcome.only	2	.China	.adults	.female	4	0.292642923974561	0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	0	1	-0.333333333333333	0.666666666666667	0	-0.5	0
909	subj.141	.process.only	2	.China	.adults	.male	5	0.877928771923684	0.999565877991263	1	0	0.666666666666667	-0.333333333333333	0	-0.5	0	1	-0.333333333333333	0.666666666666667	1	0.5	0
1101	subj.141	.outcome.process	2	.China	.adults	.female	6	1.46321461987281	0.999565877991263	0	1	-0.333333333333333	0.666666666666667	0	-0.5	0	1	-0.333333333333333	0.666666666666667	0	-0.5	0
143	subj.143	.outcome.only	1	.China	.6.7	.male	1	-1.46321461987281	-0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	1	0	0.666666666666667	-0.333333333333333	1	0.5	0
335	subj.143	.process.only	1	.China	.6.7	.female	2	-0.877928771923684	-0.999565877991263	1	0	0.666666666666667	-0.333333333333333	0	-0.5	1	0	0.666666666666667	-0.333333333333333	0	-0.5	0
527	subj.143	.outcome.process	1	.China	.6.7	.male	3	-0.292642923974561	-0.999565877991263	0	1	-0.333333333333333	0.666666666666667	0	-0.5	1	0	0.666666666666667	-0.333333333333333	1	0.5	0
719	subj.143	.outcome.only	2	.China	.6.7	.female	4	0.292642923974561	0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	1	0	0.666666666666667	-0.333333333333333	0	-0.5	0
911	subj.143	.process.only	2	.China	.6.7	.male	5	0.877928771923684	0.999565877991263	1	0	0.666666666666667	-0.333333333333333	0	-0.5	1	0	0.666666666666667	-0.333333333333333	1	0.5	0
1103	subj.143	.outcome.process	2	.China	.6.7	.female	6	1.46321461987281	0.999565877991263	0	1	-0.333333333333333	0.666666666666667	0	-0.5	1	0	0.666666666666667	-0.333333333333333	0	-0.5	0
145	subj.145	.outcome.only	1	.China	.4.5	.male	1	-1.46321461987281	-0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	0	0	-0.333333333333333	-0.333333333333333	1	0.5	0
337	subj.145	.process.only	1	.China	.4.5	.female	2	-0.877928771923684	-0.999565877991263	1	0	0.666666666666667	-0.333333333333333	0	-0.5	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	1
529	subj.145	.outcome.process	1	.China	.4.5	.male	3	-0.292642923974561	-0.999565877991263	0	1	-0.333333333333333	0.666666666666667	0	-0.5	0	0	-0.333333333333333	-0.333333333333333	1	0.5	0
721	subj.145	.outcome.only	2	.China	.4.5	.female	4	0.292642923974561	0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	0
913	subj.145	.process.only	2	.China	.4.5	.male	5	0.877928771923684	0.999565877991263	1	0	0.666666666666667	-0.333333333333333	0	-0.5	0	0	-0.333333333333333	-0.333333333333333	1	0.5	0
1105	subj.145	.outcome.process	2	.China	.4.5	.female	6	1.46321461987281	0.999565877991263	0	1	-0.333333333333333	0.666666666666667	0	-0.5	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	0
147	subj.147	.outcome.only	1	.China	.adults	.male	1	-1.46321461987281	-0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	0	1	-0.333333333333333	0.666666666666667	1	0.5	0
339	subj.147	.process.only	1	.China	.adults	.female	2	-0.877928771923684	-0.999565877991263	1	0	0.666666666666667	-0.333333333333333	0	-0.5	0	1	-0.333333333333333	0.666666666666667	0	-0.5	0
531	subj.147	.outcome.process	1	.China	.adults	.male	3	-0.292642923974561	-0.999565877991263	0	1	-0.333333333333333	0.666666666666667	0	-0.5	0	1	-0.333333333333333	0.666666666666667	1	0.5	0
723	subj.147	.outcome.only	2	.China	.adults	.female	4	0.292642923974561	0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	0	1	-0.333333333333333	0.666666666666667	0	-0.5	0
915	subj.147	.process.only	2	.China	.adults	.male	5	0.877928771923684	0.999565877991263	1	0	0.666666666666667	-0.333333333333333	0	-0.5	0	1	-0.333333333333333	0.666666666666667	1	0.5	0
1107	subj.147	.outcome.process	2	.China	.adults	.female	6	1.46321461987281	0.999565877991263	0	1	-0.333333333333333	0.666666666666667	0	-0.5	0	1	-0.333333333333333	0.666666666666667	0	-0.5	0
149	subj.149	.outcome.only	1	.China	.6.7	.male	1	-1.46321461987281	-0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	1	0	0.666666666666667	-0.333333333333333	1	0.5	0
341	subj.149	.process.only	1	.China	.6.7	.female	2	-0.877928771923684	-0.999565877991263	1	0	0.666666666666667	-0.333333333333333	0	-0.5	1	0	0.666666666666667	-0.333333333333333	0	-0.5	0
533	subj.149	.outcome.process	1	.China	.6.7	.male	3	-0.292642923974561	-0.999565877991263	0	1	-0.333333333333333	0.666666666666667	0	-0.5	1	0	0.666666666666667	-0.333333333333333	1	0.5	0
725	subj.149	.outcome.only	2	.China	.6.7	.female	4	0.292642923974561	0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	1	0	0.666666666666667	-0.333333333333333	0	-0.5	0
917	subj.149	.process.only	2	.China	.6.7	.male	5	0.877928771923684	0.999565877991263	1	0	0.666666666666667	-0.333333333333333	0	-0.5	1	0	0.666666666666667	-0.333333333333333	1	0.5	0
1109	subj.149	.outcome.process	2	.China	.6.7	.female	6	1.46321461987281	0.999565877991263	0	1	-0.333333333333333	0.666666666666667	0	-0.5	1	0	0.666666666666667	-0.333333333333333	0	-0.5	0
150	subj.150	.outcome.only	1	.China	.4.5	.male	1	-1.46321461987281	-0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	0	0	-0.333333333333333	-0.333333333333333	1	0.5	1
342	subj.150	.process.only	1	.China	.4.5	.female	2	-0.877928771923684	-0.999565877991263	1	0	0.666666666666667	-0.333333333333333	0	-0.5	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	1
534	subj.150	.outcome.process	1	.China	.4.5	.male	3	-0.292642923974561	-0.999565877991263	0	1	-0.333333333333333	0.666666666666667	0	-0.5	0	0	-0.333333333333333	-0.333333333333333	1	0.5	1
726	subj.150	.outcome.only	2	.China	.4.5	.female	4	0.292642923974561	0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	1
918	subj.150	.process.only	2	.China	.4.5	.male	5	0.877928771923684	0.999565877991263	1	0	0.666666666666667	-0.333333333333333	0	-0.5	0	0	-0.333333333333333	-0.333333333333333	1	0.5	1
1110	subj.150	.outcome.process	2	.China	.4.5	.female	6	1.46321461987281	0.999565877991263	0	1	-0.333333333333333	0.666666666666667	0	-0.5	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	1
152	subj.152	.outcome.only	1	.China	.adults	.male	1	-1.46321461987281	-0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	0	1	-0.333333333333333	0.666666666666667	1	0.5	0
344	subj.152	.process.only	1	.China	.adults	.female	2	-0.877928771923684	-0.999565877991263	1	0	0.666666666666667	-0.333333333333333	0	-0.5	0	1	-0.333333333333333	0.666666666666667	0	-0.5	0
536	subj.152	.outcome.process	1	.China	.adults	.male	3	-0.292642923974561	-0.999565877991263	0	1	-0.333333333333333	0.666666666666667	0	-0.5	0	1	-0.333333333333333	0.666666666666667	1	0.5	0
728	subj.152	.outcome.only	2	.China	.adults	.female	4	0.292642923974561	0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	0	1	-0.333333333333333	0.666666666666667	0	-0.5	0
920	subj.152	.process.only	2	.China	.adults	.male	5	0.877928771923684	0.999565877991263	1	0	0.666666666666667	-0.333333333333333	0	-0.5	0	1	-0.333333333333333	0.666666666666667	1	0.5	1
1112	subj.152	.outcome.process	2	.China	.adults	.female	6	1.46321461987281	0.999565877991263	0	1	-0.333333333333333	0.666666666666667	0	-0.5	0	1	-0.333333333333333	0.666666666666667	0	-0.5	1
154	subj.154	.outcome.only	1	.China	.6.7	.male	1	-1.46321461987281	-0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	1	0	0.666666666666667	-0.333333333333333	1	0.5	1
346	subj.154	.process.only	1	.China	.6.7	.female	2	-0.877928771923684	-0.999565877991263	1	0	0.666666666666667	-0.333333333333333	0	-0.5	1	0	0.666666666666667	-0.333333333333333	0	-0.5	1
538	subj.154	.outcome.process	1	.China	.6.7	.male	3	-0.292642923974561	-0.999565877991263	0	1	-0.333333333333333	0.666666666666667	0	-0.5	1	0	0.666666666666667	-0.333333333333333	1	0.5	1
730	subj.154	.outcome.only	2	.China	.6.7	.female	4	0.292642923974561	0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	1	0	0.666666666666667	-0.333333333333333	0	-0.5	1
922	subj.154	.process.only	2	.China	.6.7	.male	5	0.877928771923684	0.999565877991263	1	0	0.666666666666667	-0.333333333333333	0	-0.5	1	0	0.666666666666667	-0.333333333333333	1	0.5	1
1114	subj.154	.outcome.process	2	.China	.6.7	.female	6	1.46321461987281	0.999565877991263	0	1	-0.333333333333333	0.666666666666667	0	-0.5	1	0	0.666666666666667	-0.333333333333333	0	-0.5	1
156	subj.156	.outcome.only	1	.China	.4.5	.male	1	-1.46321461987281	-0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	0	0	-0.333333333333333	-0.333333333333333	1	0.5	1
348	subj.156	.process.only	1	.China	.4.5	.female	2	-0.877928771923684	-0.999565877991263	1	0	0.666666666666667	-0.333333333333333	0	-0.5	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	1
540	subj.156	.outcome.process	1	.China	.4.5	.male	3	-0.292642923974561	-0.999565877991263	0	1	-0.333333333333333	0.666666666666667	0	-0.5	0	0	-0.333333333333333	-0.333333333333333	1	0.5	0
732	subj.156	.outcome.only	2	.China	.4.5	.female	4	0.292642923974561	0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	0
924	subj.156	.process.only	2	.China	.4.5	.male	5	0.877928771923684	0.999565877991263	1	0	0.666666666666667	-0.333333333333333	0	-0.5	0	0	-0.333333333333333	-0.333333333333333	1	0.5	1
1116	subj.156	.outcome.process	2	.China	.4.5	.female	6	1.46321461987281	0.999565877991263	0	1	-0.333333333333333	0.666666666666667	0	-0.5	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	0
158	subj.158	.outcome.only	1	.China	.adults	.male	1	-1.46321461987281	-0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	0	1	-0.333333333333333	0.666666666666667	1	0.5	0
350	subj.158	.process.only	1	.China	.adults	.female	2	-0.877928771923684	-0.999565877991263	1	0	0.666666666666667	-0.333333333333333	0	-0.5	0	1	-0.333333333333333	0.666666666666667	0	-0.5	0
542	subj.158	.outcome.process	1	.China	.adults	.male	3	-0.292642923974561	-0.999565877991263	0	1	-0.333333333333333	0.666666666666667	0	-0.5	0	1	-0.333333333333333	0.666666666666667	1	0.5	0
734	subj.158	.outcome.only	2	.China	.adults	.female	4	0.292642923974561	0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	0	1	-0.333333333333333	0.666666666666667	0	-0.5	0
926	subj.158	.process.only	2	.China	.adults	.male	5	0.877928771923684	0.999565877991263	1	0	0.666666666666667	-0.333333333333333	0	-0.5	0	1	-0.333333333333333	0.666666666666667	1	0.5	0
1118	subj.158	.outcome.process	2	.China	.adults	.female	6	1.46321461987281	0.999565877991263	0	1	-0.333333333333333	0.666666666666667	0	-0.5	0	1	-0.333333333333333	0.666666666666667	0	-0.5	0
16	subj.16	.outcome.only	1	.China	.6.7	.male	1	-1.46321461987281	-0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	1	0	0.666666666666667	-0.333333333333333	1	0.5	1
208	subj.16	.process.only	1	.China	.6.7	.female	2	-0.877928771923684	-0.999565877991263	1	0	0.666666666666667	-0.333333333333333	0	-0.5	1	0	0.666666666666667	-0.333333333333333	0	-0.5	1
400	subj.16	.outcome.process	1	.China	.6.7	.male	3	-0.292642923974561	-0.999565877991263	0	1	-0.333333333333333	0.666666666666667	0	-0.5	1	0	0.666666666666667	-0.333333333333333	1	0.5	1
592	subj.16	.outcome.only	2	.China	.6.7	.female	4	0.292642923974561	0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	1	0	0.666666666666667	-0.333333333333333	0	-0.5	1
784	subj.16	.process.only	2	.China	.6.7	.male	5	0.877928771923684	0.999565877991263	1	0	0.666666666666667	-0.333333333333333	0	-0.5	1	0	0.666666666666667	-0.333333333333333	1	0.5	1
976	subj.16	.outcome.process	2	.China	.6.7	.female	6	1.46321461987281	0.999565877991263	0	1	-0.333333333333333	0.666666666666667	0	-0.5	1	0	0.666666666666667	-0.333333333333333	0	-0.5	0
161	subj.161	.outcome.only	1	.China	.4.5	.male	1	-1.46321461987281	-0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	0	0	-0.333333333333333	-0.333333333333333	1	0.5	1
353	subj.161	.process.only	1	.China	.4.5	.female	2	-0.877928771923684	-0.999565877991263	1	0	0.666666666666667	-0.333333333333333	0	-0.5	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	0
545	subj.161	.outcome.process	1	.China	.4.5	.male	3	-0.292642923974561	-0.999565877991263	0	1	-0.333333333333333	0.666666666666667	0	-0.5	0	0	-0.333333333333333	-0.333333333333333	1	0.5	0
737	subj.161	.outcome.only	2	.China	.4.5	.female	4	0.292642923974561	0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	1
929	subj.161	.process.only	2	.China	.4.5	.male	5	0.877928771923684	0.999565877991263	1	0	0.666666666666667	-0.333333333333333	0	-0.5	0	0	-0.333333333333333	-0.333333333333333	1	0.5	0
1121	subj.161	.outcome.process	2	.China	.4.5	.female	6	1.46321461987281	0.999565877991263	0	1	-0.333333333333333	0.666666666666667	0	-0.5	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	0
163	subj.163	.outcome.only	1	.China	.adults	.male	1	-1.46321461987281	-0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	0	1	-0.333333333333333	0.666666666666667	1	0.5	1
355	subj.163	.process.only	1	.China	.adults	.female	2	-0.877928771923684	-0.999565877991263	1	0	0.666666666666667	-0.333333333333333	0	-0.5	0	1	-0.333333333333333	0.666666666666667	0	-0.5	1
547	subj.163	.outcome.process	1	.China	.adults	.male	3	-0.292642923974561	-0.999565877991263	0	1	-0.333333333333333	0.666666666666667	0	-0.5	0	1	-0.333333333333333	0.666666666666667	1	0.5	0
739	subj.163	.outcome.only	2	.China	.adults	.female	4	0.292642923974561	0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	0	1	-0.333333333333333	0.666666666666667	0	-0.5	1
931	subj.163	.process.only	2	.China	.adults	.male	5	0.877928771923684	0.999565877991263	1	0	0.666666666666667	-0.333333333333333	0	-0.5	0	1	-0.333333333333333	0.666666666666667	1	0.5	1
1123	subj.163	.outcome.process	2	.China	.adults	.female	6	1.46321461987281	0.999565877991263	0	1	-0.333333333333333	0.666666666666667	0	-0.5	0	1	-0.333333333333333	0.666666666666667	0	-0.5	1
165	subj.165	.outcome.only	1	.China	.6.7	.male	1	-1.46321461987281	-0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	1	0	0.666666666666667	-0.333333333333333	1	0.5	1
357	subj.165	.process.only	1	.China	.6.7	.female	2	-0.877928771923684	-0.999565877991263	1	0	0.666666666666667	-0.333333333333333	0	-0.5	1	0	0.666666666666667	-0.333333333333333	0	-0.5	1
549	subj.165	.outcome.process	1	.China	.6.7	.male	3	-0.292642923974561	-0.999565877991263	0	1	-0.333333333333333	0.666666666666667	0	-0.5	1	0	0.666666666666667	-0.333333333333333	1	0.5	1
741	subj.165	.outcome.only	2	.China	.6.7	.female	4	0.292642923974561	0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	1	0	0.666666666666667	-0.333333333333333	0	-0.5	1
933	subj.165	.process.only	2	.China	.6.7	.male	5	0.877928771923684	0.999565877991263	1	0	0.666666666666667	-0.333333333333333	0	-0.5	1	0	0.666666666666667	-0.333333333333333	1	0.5	0
1125	subj.165	.outcome.process	2	.China	.6.7	.female	6	1.46321461987281	0.999565877991263	0	1	-0.333333333333333	0.666666666666667	0	-0.5	1	0	0.666666666666667	-0.333333333333333	0	-0.5	1
167	subj.167	.outcome.only	1	.China	.4.5	.male	1	-1.46321461987281	-0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	0	0	-0.333333333333333	-0.333333333333333	1	0.5	0
359	subj.167	.process.only	1	.China	.4.5	.female	2	-0.877928771923684	-0.999565877991263	1	0	0.666666666666667	-0.333333333333333	0	-0.5	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	0
551	subj.167	.outcome.process	1	.China	.4.5	.male	3	-0.292642923974561	-0.999565877991263	0	1	-0.333333333333333	0.666666666666667	0	-0.5	0	0	-0.333333333333333	-0.333333333333333	1	0.5	0
743	subj.167	.outcome.only	2	.China	.4.5	.female	4	0.292642923974561	0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	0
935	subj.167	.process.only	2	.China	.4.5	.male	5	0.877928771923684	0.999565877991263	1	0	0.666666666666667	-0.333333333333333	0	-0.5	0	0	-0.333333333333333	-0.333333333333333	1	0.5	0
1127	subj.167	.outcome.process	2	.China	.4.5	.female	6	1.46321461987281	0.999565877991263	0	1	-0.333333333333333	0.666666666666667	0	-0.5	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	0
169	subj.169	.outcome.only	1	.China	.adults	.male	1	-1.46321461987281	-0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	0	1	-0.333333333333333	0.666666666666667	1	0.5	0
361	subj.169	.process.only	1	.China	.adults	.female	2	-0.877928771923684	-0.999565877991263	1	0	0.666666666666667	-0.333333333333333	0	-0.5	0	1	-0.333333333333333	0.666666666666667	0	-0.5	0
553	subj.169	.outcome.process	1	.China	.adults	.male	3	-0.292642923974561	-0.999565877991263	0	1	-0.333333333333333	0.666666666666667	0	-0.5	0	1	-0.333333333333333	0.666666666666667	1	0.5	0
745	subj.169	.outcome.only	2	.China	.adults	.female	4	0.292642923974561	0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	0	1	-0.333333333333333	0.666666666666667	0	-0.5	0
937	subj.169	.process.only	2	.China	.adults	.male	5	0.877928771923684	0.999565877991263	1	0	0.666666666666667	-0.333333333333333	0	-0.5	0	1	-0.333333333333333	0.666666666666667	1	0.5	0
1129	subj.169	.outcome.process	2	.China	.adults	.female	6	1.46321461987281	0.999565877991263	0	1	-0.333333333333333	0.666666666666667	0	-0.5	0	1	-0.333333333333333	0.666666666666667	0	-0.5	0
170	subj.170	.outcome.only	1	.China	.6.7	.male	1	-1.46321461987281	-0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	1	0	0.666666666666667	-0.333333333333333	1	0.5	0
362	subj.170	.process.only	1	.China	.6.7	.female	2	-0.877928771923684	-0.999565877991263	1	0	0.666666666666667	-0.333333333333333	0	-0.5	1	0	0.666666666666667	-0.333333333333333	0	-0.5	0
554	subj.170	.outcome.process	1	.China	.6.7	.male	3	-0.292642923974561	-0.999565877991263	0	1	-0.333333333333333	0.666666666666667	0	-0.5	1	0	0.666666666666667	-0.333333333333333	1	0.5	0
746	subj.170	.outcome.only	2	.China	.6.7	.female	4	0.292642923974561	0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	1	0	0.666666666666667	-0.333333333333333	0	-0.5	0
938	subj.170	.process.only	2	.China	.6.7	.male	5	0.877928771923684	0.999565877991263	1	0	0.666666666666667	-0.333333333333333	0	-0.5	1	0	0.666666666666667	-0.333333333333333	1	0.5	0
1130	subj.170	.outcome.process	2	.China	.6.7	.female	6	1.46321461987281	0.999565877991263	0	1	-0.333333333333333	0.666666666666667	0	-0.5	1	0	0.666666666666667	-0.333333333333333	0	-0.5	0
